"cont_id","cnt_relation","cnt_hospital","collection_period"
"1039_baseline_2",NA,NA,"baseline"
"1039_baseline_20",NA,NA,"baseline"
"1039_baseline_21",NA,NA,"baseline"
"1039_baseline_22",NA,NA,"baseline"
"1039_baseline_23",NA,NA,"baseline"
"1039_baseline_24",NA,NA,"baseline"
"1039_baseline_25",NA,NA,"baseline"
"1039_baseline_26",NA,NA,"baseline"
"1039_baseline_27",NA,NA,"baseline"
"1039_baseline_28",NA,NA,"baseline"
"1039_baseline_29",NA,NA,"baseline"
"1039_baseline_3",NA,NA,"baseline"
"1039_baseline_30",NA,NA,"baseline"
"1039_baseline_31",NA,NA,"baseline"
"1039_baseline_32",NA,NA,"baseline"
"1039_baseline_33",NA,NA,"baseline"
"1039_baseline_34",NA,NA,"baseline"
"1039_baseline_35",NA,NA,"baseline"
"1039_baseline_36",NA,NA,"baseline"
"1039_baseline_37",NA,NA,"baseline"
"1039_baseline_38",NA,NA,"baseline"
"1039_baseline_39",NA,NA,"baseline"
"1039_baseline_4",NA,NA,"baseline"
"1039_baseline_40",NA,NA,"baseline"
"1039_baseline_41",NA,NA,"baseline"
"1039_baseline_42",NA,NA,"baseline"
"1039_baseline_43",NA,NA,"baseline"
"1039_baseline_44",NA,NA,"baseline"
"1039_baseline_45",NA,NA,"baseline"
"1039_baseline_46",NA,NA,"baseline"
"1039_baseline_47",NA,NA,"baseline"
"1039_baseline_48",NA,NA,"baseline"
"1039_baseline_49",NA,NA,"baseline"
"1039_baseline_5",NA,NA,"baseline"
"1039_baseline_50",NA,NA,"baseline"
"1039_baseline_51",NA,NA,"baseline"
"1039_baseline_52",NA,NA,"baseline"
"1039_baseline_53",NA,NA,"baseline"
"1039_baseline_54",NA,NA,"baseline"
"1039_baseline_55",NA,NA,"baseline"
"1039_baseline_56",NA,NA,"baseline"
"1039_baseline_57",NA,NA,"baseline"
"1039_baseline_58",NA,NA,"baseline"
"1039_baseline_59",NA,NA,"baseline"
"1039_baseline_6",NA,NA,"baseline"
"1039_baseline_60",NA,NA,"baseline"
"1039_baseline_61",NA,NA,"baseline"
"1039_baseline_62",NA,NA,"baseline"
"1039_baseline_63",NA,NA,"baseline"
"1039_baseline_64",NA,NA,"baseline"
"1039_baseline_65",NA,NA,"baseline"
"1039_baseline_66",NA,NA,"baseline"
"1039_baseline_67",NA,NA,"baseline"
"1039_baseline_68",NA,NA,"baseline"
"1039_baseline_69",NA,NA,"baseline"
"1039_baseline_7",NA,NA,"baseline"
"1039_baseline_70",NA,NA,"baseline"
"1039_baseline_71",NA,NA,"baseline"
"1039_baseline_72",NA,NA,"baseline"
"1039_baseline_73",NA,NA,"baseline"
"1039_baseline_74",NA,NA,"baseline"
"1039_baseline_75",NA,NA,"baseline"
"1039_baseline_76",NA,NA,"baseline"
"1039_baseline_77",NA,NA,"baseline"
"1039_baseline_78",NA,NA,"baseline"
"1039_baseline_79",NA,NA,"baseline"
"1039_baseline_8",NA,NA,"baseline"
"1039_baseline_80",NA,NA,"baseline"
"1039_baseline_81",NA,NA,"baseline"
"1039_baseline_82",NA,NA,"baseline"
"1039_baseline_83",NA,NA,"baseline"
"1039_baseline_84",NA,NA,"baseline"
"1039_baseline_85",NA,NA,"baseline"
"1039_baseline_86",NA,NA,"baseline"
"1039_baseline_87",NA,NA,"baseline"
"1039_baseline_88",NA,NA,"baseline"
"1039_baseline_89",NA,NA,"baseline"
"1039_baseline_9",NA,NA,"baseline"
"1039_baseline_90",NA,NA,"baseline"
"1039_baseline_91",NA,NA,"baseline"
"1039_baseline_92",NA,NA,"baseline"
"1039_baseline_93",NA,NA,"baseline"
"1039_baseline_94",NA,NA,"baseline"
"1039_baseline_95",NA,NA,"baseline"
"1039_baseline_96",NA,NA,"baseline"
"1039_baseline_97",NA,NA,"baseline"
"1039_baseline_98",NA,NA,"baseline"
"1039_baseline_99",NA,NA,"baseline"
"1039_outbreak_1",1,FALSE,"outbreak"
"1039_outbreak_2",1,FALSE,"outbreak"
"1039_outbreak_3",1,FALSE,"outbreak"
"1039_outbreak_4",1,FALSE,"outbreak"
"1040_baseline_1",NA,NA,"baseline"
"1040_baseline_10",NA,NA,"baseline"
"1040_baseline_11",NA,NA,"baseline"
"1040_baseline_12",NA,NA,"baseline"
"1040_baseline_13",NA,NA,"baseline"
"1040_baseline_14",NA,NA,"baseline"
"1040_baseline_15",NA,NA,"baseline"
"1040_baseline_16",NA,NA,"baseline"
"1040_baseline_17",NA,NA,"baseline"
"1040_baseline_18",NA,NA,"baseline"
"1040_baseline_19",NA,NA,"baseline"
"1040_baseline_2",NA,NA,"baseline"
"1040_baseline_20",NA,NA,"baseline"
"1040_baseline_3",NA,NA,"baseline"
"1040_baseline_4",NA,NA,"baseline"
"1040_baseline_5",NA,NA,"baseline"
"1040_baseline_6",NA,NA,"baseline"
"1040_baseline_7",NA,NA,"baseline"
"1040_baseline_8",NA,NA,"baseline"
"1040_baseline_9",NA,NA,"baseline"
"1040_outbreak_1",1,FALSE,"outbreak"
"1040_outbreak_2",1,FALSE,"outbreak"
"1040_outbreak_3",1,FALSE,"outbreak"
"1041_baseline_1",NA,NA,"baseline"
"1041_baseline_10",NA,NA,"baseline"
"1041_baseline_11",NA,NA,"baseline"
"1041_baseline_12",NA,NA,"baseline"
"1041_baseline_13",NA,NA,"baseline"
"1041_baseline_14",NA,NA,"baseline"
"1041_baseline_15",NA,NA,"baseline"
"1041_baseline_16",NA,NA,"baseline"
"1041_baseline_17",NA,NA,"baseline"
"1041_baseline_18",NA,NA,"baseline"
"1041_baseline_19",NA,NA,"baseline"
"1041_baseline_2",NA,NA,"baseline"
"1041_baseline_20",NA,NA,"baseline"
"1041_baseline_21",NA,NA,"baseline"
"1041_baseline_22",NA,NA,"baseline"
"1041_baseline_23",NA,NA,"baseline"
"1041_baseline_24",NA,NA,"baseline"
"1041_baseline_25",NA,NA,"baseline"
"1041_baseline_26",NA,NA,"baseline"
"1041_baseline_27",NA,NA,"baseline"
"1041_baseline_28",NA,NA,"baseline"
"1041_baseline_29",NA,NA,"baseline"
"1041_baseline_3",NA,NA,"baseline"
"1041_baseline_30",NA,NA,"baseline"
"1041_baseline_31",NA,NA,"baseline"
"1041_baseline_32",NA,NA,"baseline"
"1041_baseline_33",NA,NA,"baseline"
"1041_baseline_34",NA,NA,"baseline"
"1041_baseline_35",NA,NA,"baseline"
"1041_baseline_36",NA,NA,"baseline"
"1041_baseline_37",NA,NA,"baseline"
"1041_baseline_38",NA,NA,"baseline"
"1041_baseline_39",NA,NA,"baseline"
"1041_baseline_4",NA,NA,"baseline"
"1041_baseline_40",NA,NA,"baseline"
"1041_baseline_41",NA,NA,"baseline"
"1041_baseline_42",NA,NA,"baseline"
"1041_baseline_43",NA,NA,"baseline"
"1041_baseline_44",NA,NA,"baseline"
"1041_baseline_45",NA,NA,"baseline"
"1041_baseline_46",NA,NA,"baseline"
"1041_baseline_47",NA,NA,"baseline"
"1041_baseline_48",NA,NA,"baseline"
"1041_baseline_49",NA,NA,"baseline"
"1041_baseline_5",NA,NA,"baseline"
"1041_baseline_50",NA,NA,"baseline"
"1041_baseline_51",NA,NA,"baseline"
"1041_baseline_52",NA,NA,"baseline"
"1041_baseline_53",NA,NA,"baseline"
"1041_baseline_54",NA,NA,"baseline"
"1041_baseline_55",NA,NA,"baseline"
"1041_baseline_56",NA,NA,"baseline"
"1041_baseline_57",NA,NA,"baseline"
"1041_baseline_58",NA,NA,"baseline"
"1041_baseline_59",NA,NA,"baseline"
"1041_baseline_6",NA,NA,"baseline"
"1041_baseline_60",NA,NA,"baseline"
"1041_baseline_61",NA,NA,"baseline"
"1041_baseline_62",NA,NA,"baseline"
"1041_baseline_63",NA,NA,"baseline"
"1041_baseline_64",NA,NA,"baseline"
"1041_baseline_65",NA,NA,"baseline"
"1041_baseline_66",NA,NA,"baseline"
"1041_baseline_67",NA,NA,"baseline"
"1041_baseline_68",NA,NA,"baseline"
"1041_baseline_69",NA,NA,"baseline"
"1041_baseline_7",NA,NA,"baseline"
"1041_baseline_70",NA,NA,"baseline"
"1041_baseline_71",NA,NA,"baseline"
"1041_baseline_72",NA,NA,"baseline"
"1041_baseline_73",NA,NA,"baseline"
"1041_baseline_74",NA,NA,"baseline"
"1041_baseline_75",NA,NA,"baseline"
"1041_baseline_76",NA,NA,"baseline"
"1041_baseline_77",NA,NA,"baseline"
"1041_baseline_78",NA,NA,"baseline"
"1041_baseline_79",NA,NA,"baseline"
"1041_baseline_8",NA,NA,"baseline"
"1041_baseline_80",NA,NA,"baseline"
"1041_baseline_9",NA,NA,"baseline"
"1041_outbreak_1",1,FALSE,"outbreak"
"1041_outbreak_2",1,FALSE,"outbreak"
"1041_outbreak_3",1,FALSE,"outbreak"
"1042_baseline_1",NA,NA,"baseline"
"1042_baseline_2",NA,NA,"baseline"
"1042_baseline_3",NA,NA,"baseline"
"1042_baseline_4",NA,NA,"baseline"
"1042_baseline_5",NA,NA,"baseline"
"1042_baseline_6",NA,NA,"baseline"
"1042_baseline_7",NA,NA,"baseline"
"1042_outbreak_1",1,FALSE,"outbreak"
"1043_baseline_1",NA,NA,"baseline"
"1043_baseline_10",NA,NA,"baseline"
"1043_baseline_11",NA,NA,"baseline"
"1043_baseline_12",NA,NA,"baseline"
"1043_baseline_13",NA,NA,"baseline"
"1043_baseline_14",NA,NA,"baseline"
"1043_baseline_15",NA,NA,"baseline"
"1043_baseline_16",NA,NA,"baseline"
"1043_baseline_17",NA,NA,"baseline"
"1043_baseline_18",NA,NA,"baseline"
"1043_baseline_2",NA,NA,"baseline"
"1043_baseline_3",NA,NA,"baseline"
"1043_baseline_4",NA,NA,"baseline"
"1043_baseline_5",NA,NA,"baseline"
"1043_baseline_6",NA,NA,"baseline"
"1043_baseline_7",NA,NA,"baseline"
"1043_baseline_8",NA,NA,"baseline"
"1043_baseline_9",NA,NA,"baseline"
"1043_outbreak_1",1,FALSE,"outbreak"
"1043_outbreak_2",1,FALSE,"outbreak"
"1044_baseline_1",NA,NA,"baseline"
"1044_baseline_10",NA,NA,"baseline"
"1044_baseline_11",NA,NA,"baseline"
"1044_baseline_12",NA,NA,"baseline"
"1044_baseline_13",NA,NA,"baseline"
"1044_baseline_14",NA,NA,"baseline"
"1044_baseline_15",NA,NA,"baseline"
"1044_baseline_16",NA,NA,"baseline"
"1044_baseline_17",NA,NA,"baseline"
"1044_baseline_18",NA,NA,"baseline"
"1044_baseline_19",NA,NA,"baseline"
"1044_baseline_2",NA,NA,"baseline"
"1044_baseline_20",NA,NA,"baseline"
"1044_baseline_21",NA,NA,"baseline"
"1044_baseline_22",NA,NA,"baseline"
"1044_baseline_23",NA,NA,"baseline"
"1044_baseline_24",NA,NA,"baseline"
"1044_baseline_25",NA,NA,"baseline"
"1044_baseline_26",NA,NA,"baseline"
"1044_baseline_27",NA,NA,"baseline"
"1044_baseline_28",NA,NA,"baseline"
"1044_baseline_29",NA,NA,"baseline"
"1044_baseline_3",NA,NA,"baseline"
"1044_baseline_30",NA,NA,"baseline"
"1044_baseline_31",NA,NA,"baseline"
"1044_baseline_32",NA,NA,"baseline"
"1044_baseline_33",NA,NA,"baseline"
"1044_baseline_34",NA,NA,"baseline"
"1044_baseline_35",NA,NA,"baseline"
"1044_baseline_4",NA,NA,"baseline"
"1044_baseline_5",NA,NA,"baseline"
"1044_baseline_6",NA,NA,"baseline"
"1044_baseline_7",NA,NA,"baseline"
"1044_baseline_8",NA,NA,"baseline"
"1044_baseline_9",NA,NA,"baseline"
"1044_outbreak_1",1,FALSE,"outbreak"
"1045_baseline_1",NA,NA,"baseline"
"1045_baseline_10",NA,NA,"baseline"
"1045_baseline_11",NA,NA,"baseline"
"1045_baseline_2",NA,NA,"baseline"
"1045_baseline_3",NA,NA,"baseline"
"1045_baseline_4",NA,NA,"baseline"
"1045_baseline_5",NA,NA,"baseline"
"1045_baseline_6",NA,NA,"baseline"
"1045_baseline_7",NA,NA,"baseline"
"1045_baseline_8",NA,NA,"baseline"
"1045_baseline_9",NA,NA,"baseline"
"1045_outbreak_1",1,FALSE,"outbreak"
"1046_baseline_1",NA,NA,"baseline"
"1046_baseline_2",NA,NA,"baseline"
"1046_baseline_3",NA,NA,"baseline"
"1046_baseline_4",NA,NA,"baseline"
"1046_baseline_5",NA,NA,"baseline"
"1046_outbreak_1",1,FALSE,"outbreak"
"1046_outbreak_2",3,FALSE,"outbreak"
"1047_baseline_1",NA,NA,"baseline"
"1047_baseline_2",NA,NA,"baseline"
"1047_outbreak_1",1,FALSE,"outbreak"
"1047_outbreak_2",1,FALSE,"outbreak"
"1048_baseline_1",NA,NA,"baseline"
"1048_baseline_2",NA,NA,"baseline"
"1048_baseline_3",NA,NA,"baseline"
"1048_outbreak_1",1,FALSE,"outbreak"
"1048_outbreak_2",1,FALSE,"outbreak"
"1049_baseline_1",NA,NA,"baseline"
"1049_baseline_2",NA,NA,"baseline"
"1049_baseline_3",NA,NA,"baseline"
"1049_baseline_4",NA,NA,"baseline"
"1049_outbreak_1",1,FALSE,"outbreak"
"1049_outbreak_2",1,FALSE,"outbreak"
"1049_outbreak_3",1,FALSE,"outbreak"
"1049_outbreak_4",1,FALSE,"outbreak"
"1050_baseline_1",NA,NA,"baseline"
"1050_baseline_2",NA,NA,"baseline"
"1050_baseline_3",NA,NA,"baseline"
"1050_baseline_4",NA,NA,"baseline"
"1050_baseline_5",NA,NA,"baseline"
"1050_outbreak_1",1,FALSE,"outbreak"
"1050_outbreak_2",1,FALSE,"outbreak"
"1050_outbreak_3",1,FALSE,"outbreak"
"1050_outbreak_4",1,FALSE,"outbreak"
"1051_baseline_1",NA,NA,"baseline"
"1051_baseline_2",NA,NA,"baseline"
"1051_outbreak_1",1,FALSE,"outbreak"
"1051_outbreak_2",1,FALSE,"outbreak"
"1052_baseline_1",NA,NA,"baseline"
"1052_baseline_2",NA,NA,"baseline"
"1052_baseline_3",NA,NA,"baseline"
"1052_baseline_4",NA,NA,"baseline"
"1052_baseline_5",NA,NA,"baseline"
"1052_baseline_6",NA,NA,"baseline"
"1052_baseline_7",NA,NA,"baseline"
"1052_outbreak_1",1,FALSE,"outbreak"
"1052_outbreak_2",1,FALSE,"outbreak"
"1053_baseline_1",NA,NA,"baseline"
"1053_baseline_2",NA,NA,"baseline"
"1053_outbreak_1",2,FALSE,"outbreak"
"1053_outbreak_2",2,FALSE,"outbreak"
"1054_baseline_1",NA,NA,"baseline"
"1054_baseline_2",NA,NA,"baseline"
"1054_outbreak_1",1,FALSE,"outbreak"
"1055_baseline_1",NA,NA,"baseline"
"1055_baseline_2",NA,NA,"baseline"
"1055_outbreak_1",1,NA,"outbreak"
"1055_outbreak_2",1,NA,"outbreak"
"1055_outbreak_3",1,NA,"outbreak"
"1055_outbreak_4",1,NA,"outbreak"
"1055_outbreak_5",2,FALSE,"outbreak"
"1056_baseline_1",NA,NA,"baseline"
"1056_baseline_2",NA,NA,"baseline"
"1056_baseline_3",NA,NA,"baseline"
"1056_baseline_4",NA,NA,"baseline"
"1056_baseline_5",NA,NA,"baseline"
"1056_outbreak_1",1,FALSE,"outbreak"
"1057_baseline_1",NA,NA,"baseline"
"1057_baseline_2",NA,NA,"baseline"
"1057_outbreak_1",1,FALSE,"outbreak"
"1057_outbreak_2",1,FALSE,"outbreak"
"1058_baseline_1",NA,NA,"baseline"
"1058_baseline_2",NA,NA,"baseline"
"1058_outbreak_1",1,FALSE,"outbreak"
"1058_outbreak_2",1,FALSE,"outbreak"
"1059_baseline_1",NA,NA,"baseline"
"1059_baseline_2",NA,NA,"baseline"
"1059_baseline_3",NA,NA,"baseline"
"1059_baseline_4",NA,NA,"baseline"
"1059_outbreak_1",1,FALSE,"outbreak"
"1059_outbreak_2",1,FALSE,"outbreak"
"1059_outbreak_3",1,FALSE,"outbreak"
"1059_outbreak_4",1,FALSE,"outbreak"
"1060_baseline_1",NA,NA,"baseline"
"1060_baseline_10",NA,NA,"baseline"
"1060_baseline_2",NA,NA,"baseline"
"1060_baseline_3",NA,NA,"baseline"
"1060_baseline_4",NA,NA,"baseline"
"1060_baseline_5",NA,NA,"baseline"
"1060_baseline_6",NA,NA,"baseline"
"1060_baseline_7",NA,NA,"baseline"
"1060_baseline_8",NA,NA,"baseline"
"1060_baseline_9",NA,NA,"baseline"
"1060_outbreak_1",1,FALSE,"outbreak"
"1060_outbreak_2",1,FALSE,"outbreak"
"1061_baseline_1",NA,NA,"baseline"
"1061_baseline_2",NA,NA,"baseline"
"1061_baseline_3",NA,NA,"baseline"
"1061_baseline_4",NA,NA,"baseline"
"1061_baseline_5",NA,NA,"baseline"
"1061_baseline_6",NA,NA,"baseline"
"1061_outbreak_1",1,FALSE,"outbreak"
"1061_outbreak_2",1,FALSE,"outbreak"
"1062_baseline_1",NA,NA,"baseline"
"1062_baseline_10",NA,NA,"baseline"
"1062_baseline_11",NA,NA,"baseline"
"1062_baseline_12",NA,NA,"baseline"
"1062_baseline_13",NA,NA,"baseline"
"1062_baseline_14",NA,NA,"baseline"
"1062_baseline_15",NA,NA,"baseline"
"1062_baseline_16",NA,NA,"baseline"
"1062_baseline_2",NA,NA,"baseline"
"1062_baseline_3",NA,NA,"baseline"
"1062_baseline_4",NA,NA,"baseline"
"1062_baseline_5",NA,NA,"baseline"
"1062_baseline_6",NA,NA,"baseline"
"1062_baseline_7",NA,NA,"baseline"
"1062_baseline_8",NA,NA,"baseline"
"1062_baseline_9",NA,NA,"baseline"
"1062_outbreak_1",1,FALSE,"outbreak"
"1062_outbreak_2",1,FALSE,"outbreak"
"1063_baseline_1",NA,NA,"baseline"
"1063_baseline_10",NA,NA,"baseline"
"1063_baseline_11",NA,NA,"baseline"
"1063_baseline_12",NA,NA,"baseline"
"1063_baseline_13",NA,NA,"baseline"
"1063_baseline_14",NA,NA,"baseline"
"1063_baseline_2",NA,NA,"baseline"
"1063_baseline_3",NA,NA,"baseline"
"1063_baseline_4",NA,NA,"baseline"
"1063_baseline_5",NA,NA,"baseline"
"1063_baseline_6",NA,NA,"baseline"
"1063_baseline_7",NA,NA,"baseline"
"1063_baseline_8",NA,NA,"baseline"
"1063_baseline_9",NA,NA,"baseline"
"1063_outbreak_1",1,FALSE,"outbreak"
"1064_baseline_1",NA,NA,"baseline"
"1064_baseline_2",NA,NA,"baseline"
"1064_baseline_3",NA,NA,"baseline"
"1064_baseline_4",NA,NA,"baseline"
"1064_outbreak_1",1,FALSE,"outbreak"
"1064_outbreak_2",1,FALSE,"outbreak"
"1065_baseline_1",NA,NA,"baseline"
"1066_baseline_1",NA,NA,"baseline"
"1066_baseline_2",NA,NA,"baseline"
"1066_outbreak_1",1,FALSE,"outbreak"
"1067_baseline_1",NA,NA,"baseline"
"1067_baseline_10",NA,NA,"baseline"
"1067_baseline_100",NA,NA,"baseline"
"1067_baseline_11",NA,NA,"baseline"
"1067_baseline_12",NA,NA,"baseline"
"1067_baseline_13",NA,NA,"baseline"
"1067_baseline_14",NA,NA,"baseline"
"1067_baseline_15",NA,NA,"baseline"
"1067_baseline_16",NA,NA,"baseline"
"1067_baseline_17",NA,NA,"baseline"
"1067_baseline_18",NA,NA,"baseline"
"1067_baseline_19",NA,NA,"baseline"
"1067_baseline_2",NA,NA,"baseline"
"1067_baseline_20",NA,NA,"baseline"
"1067_baseline_21",NA,NA,"baseline"
"1067_baseline_22",NA,NA,"baseline"
"1067_baseline_23",NA,NA,"baseline"
"1067_baseline_24",NA,NA,"baseline"
"1067_baseline_25",NA,NA,"baseline"
"1067_baseline_26",NA,NA,"baseline"
"1067_baseline_27",NA,NA,"baseline"
"1067_baseline_28",NA,NA,"baseline"
"1067_baseline_29",NA,NA,"baseline"
"1067_baseline_3",NA,NA,"baseline"
"1067_baseline_30",NA,NA,"baseline"
"1067_baseline_31",NA,NA,"baseline"
"1067_baseline_32",NA,NA,"baseline"
"1067_baseline_33",NA,NA,"baseline"
"1067_baseline_34",NA,NA,"baseline"
"1067_baseline_35",NA,NA,"baseline"
"1067_baseline_36",NA,NA,"baseline"
"1067_baseline_37",NA,NA,"baseline"
"1067_baseline_38",NA,NA,"baseline"
"1067_baseline_39",NA,NA,"baseline"
"1067_baseline_4",NA,NA,"baseline"
"1067_baseline_40",NA,NA,"baseline"
"1067_baseline_41",NA,NA,"baseline"
"1067_baseline_42",NA,NA,"baseline"
"1067_baseline_43",NA,NA,"baseline"
"1067_baseline_44",NA,NA,"baseline"
"1067_baseline_45",NA,NA,"baseline"
"1067_baseline_46",NA,NA,"baseline"
"1067_baseline_47",NA,NA,"baseline"
"1067_baseline_48",NA,NA,"baseline"
"1067_baseline_49",NA,NA,"baseline"
"1067_baseline_5",NA,NA,"baseline"
"1067_baseline_50",NA,NA,"baseline"
"1067_baseline_51",NA,NA,"baseline"
"1067_baseline_52",NA,NA,"baseline"
"1067_baseline_53",NA,NA,"baseline"
"1067_baseline_54",NA,NA,"baseline"
"1067_baseline_55",NA,NA,"baseline"
"1067_baseline_56",NA,NA,"baseline"
"1067_baseline_57",NA,NA,"baseline"
"1067_baseline_58",NA,NA,"baseline"
"1067_baseline_59",NA,NA,"baseline"
"1067_baseline_6",NA,NA,"baseline"
"1067_baseline_60",NA,NA,"baseline"
"1067_baseline_61",NA,NA,"baseline"
"1067_baseline_62",NA,NA,"baseline"
"1067_baseline_63",NA,NA,"baseline"
"1067_baseline_64",NA,NA,"baseline"
"1067_baseline_65",NA,NA,"baseline"
"1067_baseline_66",NA,NA,"baseline"
"1067_baseline_67",NA,NA,"baseline"
"1067_baseline_68",NA,NA,"baseline"
"1067_baseline_69",NA,NA,"baseline"
"1067_baseline_7",NA,NA,"baseline"
"1067_baseline_70",NA,NA,"baseline"
"1067_baseline_71",NA,NA,"baseline"
"1067_baseline_72",NA,NA,"baseline"
"1067_baseline_73",NA,NA,"baseline"
"1067_baseline_74",NA,NA,"baseline"
"1067_baseline_75",NA,NA,"baseline"
"1067_baseline_76",NA,NA,"baseline"
"1067_baseline_77",NA,NA,"baseline"
"1067_baseline_78",NA,NA,"baseline"
"1067_baseline_79",NA,NA,"baseline"
"1067_baseline_8",NA,NA,"baseline"
"1067_baseline_80",NA,NA,"baseline"
"1067_baseline_81",NA,NA,"baseline"
"1067_baseline_82",NA,NA,"baseline"
"1067_baseline_83",NA,NA,"baseline"
"1067_baseline_84",NA,NA,"baseline"
"1067_baseline_85",NA,NA,"baseline"
"1067_baseline_86",NA,NA,"baseline"
"1067_baseline_87",NA,NA,"baseline"
"1067_baseline_88",NA,NA,"baseline"
"1067_baseline_89",NA,NA,"baseline"
"1067_baseline_9",NA,NA,"baseline"
"1067_baseline_90",NA,NA,"baseline"
"1067_baseline_91",NA,NA,"baseline"
"1067_baseline_92",NA,NA,"baseline"
"1067_baseline_93",NA,NA,"baseline"
"1067_baseline_94",NA,NA,"baseline"
"1067_baseline_95",NA,NA,"baseline"
"1067_baseline_96",NA,NA,"baseline"
"1067_baseline_97",NA,NA,"baseline"
"1067_baseline_98",NA,NA,"baseline"
"1067_baseline_99",NA,NA,"baseline"
"1067_outbreak_1",1,FALSE,"outbreak"
"1068_baseline_1",NA,NA,"baseline"
"1068_baseline_2",NA,NA,"baseline"
"1068_baseline_3",NA,NA,"baseline"
"1068_baseline_4",NA,NA,"baseline"
"1068_baseline_5",NA,NA,"baseline"
"1069_baseline_1",NA,NA,"baseline"
"1069_outbreak_1",1,FALSE,"outbreak"
"1070_baseline_1",NA,NA,"baseline"
"1070_baseline_2",NA,NA,"baseline"
"1070_baseline_3",NA,NA,"baseline"
"1070_baseline_4",NA,NA,"baseline"
"1070_baseline_5",NA,NA,"baseline"
"1071_baseline_1",NA,NA,"baseline"
"1071_outbreak_1",1,FALSE,"outbreak"
"1072_baseline_1",NA,NA,"baseline"
"1072_baseline_10",NA,NA,"baseline"
"1072_baseline_100",NA,NA,"baseline"
"1072_baseline_11",NA,NA,"baseline"
"1072_baseline_12",NA,NA,"baseline"
"1072_baseline_13",NA,NA,"baseline"
"1072_baseline_14",NA,NA,"baseline"
"1072_baseline_15",NA,NA,"baseline"
"1072_baseline_16",NA,NA,"baseline"
"1072_baseline_17",NA,NA,"baseline"
"1072_baseline_18",NA,NA,"baseline"
"1072_baseline_19",NA,NA,"baseline"
"1072_baseline_2",NA,NA,"baseline"
"1072_baseline_20",NA,NA,"baseline"
"1072_baseline_21",NA,NA,"baseline"
"1072_baseline_22",NA,NA,"baseline"
"1072_baseline_23",NA,NA,"baseline"
"1072_baseline_24",NA,NA,"baseline"
"1072_baseline_25",NA,NA,"baseline"
"1072_baseline_26",NA,NA,"baseline"
"1072_baseline_27",NA,NA,"baseline"
"1072_baseline_28",NA,NA,"baseline"
"1072_baseline_29",NA,NA,"baseline"
"1072_baseline_3",NA,NA,"baseline"
"1072_baseline_30",NA,NA,"baseline"
"1072_baseline_31",NA,NA,"baseline"
"1072_baseline_32",NA,NA,"baseline"
"1072_baseline_33",NA,NA,"baseline"
"1072_baseline_34",NA,NA,"baseline"
"1072_baseline_35",NA,NA,"baseline"
"1072_baseline_36",NA,NA,"baseline"
"1072_baseline_37",NA,NA,"baseline"
"1072_baseline_38",NA,NA,"baseline"
"1072_baseline_39",NA,NA,"baseline"
"1072_baseline_4",NA,NA,"baseline"
"1072_baseline_40",NA,NA,"baseline"
"1072_baseline_41",NA,NA,"baseline"
"1072_baseline_42",NA,NA,"baseline"
"1072_baseline_43",NA,NA,"baseline"
"1072_baseline_44",NA,NA,"baseline"
"1072_baseline_45",NA,NA,"baseline"
"1072_baseline_46",NA,NA,"baseline"
"1072_baseline_47",NA,NA,"baseline"
"1072_baseline_48",NA,NA,"baseline"
"1072_baseline_49",NA,NA,"baseline"
"1072_baseline_5",NA,NA,"baseline"
"1072_baseline_50",NA,NA,"baseline"
"1072_baseline_51",NA,NA,"baseline"
"1072_baseline_52",NA,NA,"baseline"
"1072_baseline_53",NA,NA,"baseline"
"1072_baseline_54",NA,NA,"baseline"
"1072_baseline_55",NA,NA,"baseline"
"1072_baseline_56",NA,NA,"baseline"
"1072_baseline_57",NA,NA,"baseline"
"1072_baseline_58",NA,NA,"baseline"
"1072_baseline_59",NA,NA,"baseline"
"1072_baseline_6",NA,NA,"baseline"
"1072_baseline_60",NA,NA,"baseline"
"1072_baseline_61",NA,NA,"baseline"
"1072_baseline_62",NA,NA,"baseline"
"1072_baseline_63",NA,NA,"baseline"
"1072_baseline_64",NA,NA,"baseline"
"1072_baseline_65",NA,NA,"baseline"
"1072_baseline_66",NA,NA,"baseline"
"1072_baseline_67",NA,NA,"baseline"
"1072_baseline_68",NA,NA,"baseline"
"1072_baseline_69",NA,NA,"baseline"
"1072_baseline_7",NA,NA,"baseline"
"1072_baseline_70",NA,NA,"baseline"
"1072_baseline_71",NA,NA,"baseline"
"1072_baseline_72",NA,NA,"baseline"
"1072_baseline_73",NA,NA,"baseline"
"1072_baseline_74",NA,NA,"baseline"
"1072_baseline_75",NA,NA,"baseline"
"1072_baseline_76",NA,NA,"baseline"
"1072_baseline_77",NA,NA,"baseline"
"1072_baseline_78",NA,NA,"baseline"
"1072_baseline_79",NA,NA,"baseline"
"1072_baseline_8",NA,NA,"baseline"
"1072_baseline_80",NA,NA,"baseline"
"1072_baseline_81",NA,NA,"baseline"
"1072_baseline_82",NA,NA,"baseline"
"1072_baseline_83",NA,NA,"baseline"
"1072_baseline_84",NA,NA,"baseline"
"1072_baseline_85",NA,NA,"baseline"
"1072_baseline_86",NA,NA,"baseline"
"1072_baseline_87",NA,NA,"baseline"
"1072_baseline_88",NA,NA,"baseline"
"1072_baseline_89",NA,NA,"baseline"
"1072_baseline_9",NA,NA,"baseline"
"1072_baseline_90",NA,NA,"baseline"
"1072_baseline_91",NA,NA,"baseline"
